age_at_cutoff_minutes,age_prior_median,assessment_status,campaign_index,cutoff_time,cutoff_timestamp,historical_validity,missing_baselines,missing_current_context,oi_reset_magnitude_pct,oi_reset_prior_median,opposing_evidence,price_reset_magnitude_pct,price_reset_prior_median,prior_campaign_count,proposed_state,record_type,rule_id,supporting_evidence,symbol
1290.0,75.0,ABSTAIN_INSUFFICIENT_PRIOR_HISTORY,3,2026-07-15T00:00:00+00:00,1784073600000,REJECTED,price_reset|oi_reset,,0.8102476276513615,0.49055686495192985,,1.2316988147803798,0.6107587502936274,2,ACCEPTED_IGNITION,REJECTED_TRANSITION_CONTEXT_CONTROL,BANK_LONG_REBUILD_DEEP_RESET_CONTEXT,,BANKUSDT
1305.0,75.0,ABSTAIN_INSUFFICIENT_PRIOR_HISTORY,3,2026-07-15T00:15:00+00:00,1784074500000,REJECTED,price_reset|oi_reset,,0.8102476276513615,0.49055686495192985,,1.2316988147803798,0.6107587502936274,2,EXPANSION,REJECTED_TRANSITION_CONTEXT_CONTROL,BANK_LONG_REBUILD_DEEP_RESET_CONTEXT,,BANKUSDT
1320.0,75.0,ABSTAIN_INSUFFICIENT_PRIOR_HISTORY,3,2026-07-15T00:30:00+00:00,1784075400000,REJECTED,price_reset|oi_reset,,0.8102476276513615,0.49055686495192985,,1.2316988147803798,0.6107587502936274,2,CONTINUATION_RELOAD,REJECTED_TRANSITION_CONTEXT_CONTROL,BANK_LONG_REBUILD_DEEP_RESET_CONTEXT,,BANKUSDT
4920.0,75.0,ABSTAIN_INSUFFICIENT_PRIOR_HISTORY,3,2026-07-17T12:30:00+00:00,1784291400000,REJECTED,price_reset|oi_reset,,0.8102476276513615,0.49055686495192985,,1.2316988147803798,0.6107587502936274,2,FAILURE,REJECTED_TRANSITION_CONTEXT_CONTROL,BANK_LONG_REBUILD_DEEP_RESET_CONTEXT,,BANKUSDT
