age_at_cutoff_minutes,age_prior_median,assessment_status,campaign_index,cutoff_time,cutoff_timestamp,historical_validity,missing_baselines,missing_current_context,oi_reset_magnitude_pct,oi_reset_prior_median,opposing_evidence,price_reset_magnitude_pct,price_reset_prior_median,prior_campaign_count,proposed_state,record_type,rule_id,supporting_evidence,symbol
30.0,,ABSTAIN_INSUFFICIENT_PRIOR_HISTORY,1,2026-07-13T20:15:00+00:00,1783973700000,,age|price_reset|oi_reset,price_reset_magnitude_pct|oi_reset_magnitude_pct,,,,,,0,,CAMPAIGN_IGNITION_CONTEXT,ESPORTS_DEEP_RESET_CYCLE_CONTEXT,,ESPORTSUSDT
180.0,30.0,ABSTAIN_INSUFFICIENT_PRIOR_HISTORY,2,2026-07-14T12:00:00+00:00,1784030400000,,age|price_reset|oi_reset,,1.1466090308052457,,,3.356643356643352,,1,,CAMPAIGN_IGNITION_CONTEXT,ESPORTS_DEEP_RESET_CYCLE_CONTEXT,,ESPORTSUSDT
150.0,105.0,ABSTAIN_INSUFFICIENT_PRIOR_HISTORY,3,2026-07-14T21:45:00+00:00,1784065500000,,price_reset|oi_reset,,0.19770059161228204,1.1466090308052457,,3.0344827586206935,3.356643356643352,2,,CAMPAIGN_IGNITION_CONTEXT,ESPORTS_DEEP_RESET_CYCLE_CONTEXT,,ESPORTSUSDT
390.0,150.0,HYPOTHESIS_CONTEXT_NOT_SUPPORTED,4,2026-07-15T05:15:00+00:00,1784092500000,,,,0.0,0.6721548112087639,deeper_price_reset_than_prior_median|deeper_oi_reset_than_prior_median,0.0,3.1955630576320226,3,,CAMPAIGN_IGNITION_CONTEXT,ESPORTS_DEEP_RESET_CYCLE_CONTEXT,longer_than_prior_median,ESPORTSUSDT
255.0,165.0,PARTIAL_HYPOTHESIS_CONTEXT,5,2026-07-15T19:15:00+00:00,1784142900000,,,,2.3166473329126913,0.19770059161228204,deeper_price_reset_than_prior_median,0.7357859531772482,3.0344827586206935,4,,CAMPAIGN_IGNITION_CONTEXT,ESPORTS_DEEP_RESET_CYCLE_CONTEXT,longer_than_prior_median|deeper_oi_reset_than_prior_median,ESPORTSUSDT
420.0,180.0,FULL_HYPOTHESIS_CONTEXT,6,2026-07-16T13:30:00+00:00,1784208600000,,,,2.100242368257277,0.6721548112087639,,21.879815100154087,1.8851343558989708,5,,CAMPAIGN_IGNITION_CONTEXT,ESPORTS_DEEP_RESET_CYCLE_CONTEXT,longer_than_prior_median|deeper_price_reset_than_prior_median|deeper_oi_reset_than_prior_median,ESPORTSUSDT
15.0,217.5,DEEP_RESET_WITHOUT_LONG_REBUILD,7,2026-07-17T18:00:00+00:00,1784311200000,,,,22.733523525261123,1.1466090308052457,longer_than_prior_median,16.936050597329576,3.0344827586206935,6,,CAMPAIGN_IGNITION_CONTEXT,ESPORTS_DEEP_RESET_CYCLE_CONTEXT,deeper_price_reset_than_prior_median|deeper_oi_reset_than_prior_median,ESPORTSUSDT
600.0,180.0,FULL_HYPOTHESIS_CONTEXT,8,2026-07-18T16:30:00+00:00,1784392200000,,,,9.250699013238584,1.6234256995312613,,14.547473625763473,3.1955630576320226,7,,CAMPAIGN_IGNITION_CONTEXT,ESPORTS_DEEP_RESET_CYCLE_CONTEXT,longer_than_prior_median|deeper_price_reset_than_prior_median|deeper_oi_reset_than_prior_median,ESPORTSUSDT
