assessment_status,campaign_index,checkpoint_minutes,coverage_status,dominant_hypothesis,execution_decay,execution_decay_prior_median,execution_rank_last,execution_rank_last_prior_median,execution_rank_median,execution_rank_median_prior_median,ignition_time,missing_evidence,oi_return_pct,oi_return_pct_prior_median,opposing_evidence,positive_oi_fraction,positive_oi_fraction_prior_median,price_min_return_pct,price_min_return_pct_prior_median,price_return_pct,price_return_pct_prior_median,prior_campaign_count,prior_campaign_indices,supporting_evidence,taker_imbalance_median,taker_imbalance_median_prior_median,valid_ignition
FULL_FUEL_RETENTION_CONTEXT,9,15,COMPLETE,TLM_POST_IGNITION_FUEL_RETENTION,-0.0019549318392069193,-0.050538030135914014,0.6607669616519174,0.43560209424083773,0.6617444275715209,0.4753024394902323,2026-07-17T00:00:00+00:00,,0.15134678087038722,0.06661627811281323,,1.0,0.5,0.0,-1.029238906846891,0.9402283411685586,-1.029238906846891,8,1|2|3|4|5|6|7|8,price_return_pct=ABOVE|price_min_return_pct=ABOVE|oi_return_pct=ABOVE|positive_oi_fraction=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE|taker_imbalance_median=ABOVE,12.249246073906608,2.4747166927033257,True
SHORT_COVERING_CONTEXT,9,30,COMPLETE,TLM_SHORT_COVERING_ONLY,-0.2656630699617126,-0.018355830308529934,0.39705882352941174,0.4973958333333333,0.6607669616519174,0.5504169090556525,2026-07-17T00:00:00+00:00,,-0.5786722689115953,0.4047723509123524,oi_return_pct=BELOW|execution_rank_last=BELOW|execution_decay=BELOW,0.5,0.5,0.0,-1.7506331555466215,1.8132975151108122,-1.3149784700523859,8,1|2|3|4|5|6|7|8,price_return_pct=ABOVE|price_min_return_pct=ABOVE|execution_rank_median=ABOVE|taker_imbalance_median=ABOVE,5.635753760269594,0.7015734356365939,True
SHORT_COVERING_CONTEXT,9,45,COMPLETE,TLM_SHORT_COVERING_ONLY,-0.4574433011157577,-0.23458767445371992,0.20527859237536658,0.34108527131782945,0.5289128925906645,0.4718230378611596,2026-07-17T00:00:00+00:00,,-0.23507640069866387,0.33535062137770577,oi_return_pct=BELOW|execution_rank_last=BELOW|execution_decay=BELOW,0.6666666666666666,0.6666666666666666,0.0,-2.1816190894189456,2.149093351242448,-1.6157176390119543,8,1|2|3|4|5|6|7|8,price_return_pct=ABOVE|price_min_return_pct=ABOVE|execution_rank_median=ABOVE|taker_imbalance_median=ABOVE,14.066478410455971,1.752481909880947,True
SHORT_COVERING_CONTEXT,9,60,COMPLETE,TLM_SHORT_COVERING_ONLY,-0.28552891103498396,-0.2598878080041107,0.37719298245614036,0.344884263761914,0.39705882352941174,0.4188701923076923,2026-07-17T00:00:00+00:00,,-0.5104441728911002,0.09817568641286578,oi_return_pct=BELOW|positive_oi_fraction=BELOW|execution_rank_median=BELOW|execution_decay=BELOW,0.5,0.75,0.0,-2.33405811380919,2.417730020147757,-2.0549635467673966,8,1|2|3|4|5|6|7|8,price_return_pct=ABOVE|price_min_return_pct=ABOVE|execution_rank_last=ABOVE|taker_imbalance_median=ABOVE,22.49720306064235,-0.9626806142644562,True
IGNITION_SNAPSHOT_ONLY,10,0,COMPLETE,UNRESOLVED,0.0,0.0,0.6827956989247311,0.6296296296296297,0.6827956989247311,0.6296296296296297,2026-07-17T08:30:00+00:00,post-ignition sequence,0.0,0.0,,,,0.0,0.0,0.0,0.0,9,1|2|3|4|5|6|7|8|9,ignition proposal frozen,0.37662285072368545,5.408606684683715,True
FULL_FUEL_RETENTION_CONTEXT,10,15,COMPLETE,TLM_POST_IGNITION_FUEL_RETENTION,0.030341030297789007,-0.039777983348751156,0.7131367292225201,0.4712041884816754,0.6979662140736256,0.4755291005291006,2026-07-17T08:30:00+00:00,,1.1872628949811448,0.15134678087038722,,1.0,1.0,0.0,-0.8536585365853555,0.5784061696658016,-0.8536585365853555,9,1|2|3|4|5|6|7|8|9,price_return_pct=ABOVE|price_min_return_pct=ABOVE|oi_return_pct=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE|taker_imbalance_median=ABOVE,2.9714642009087457,2.537015007419916,True
FULL_FUEL_RETENTION_CONTEXT,10,30,COMPLETE,TLM_POST_IGNITION_FUEL_RETENTION,-0.0009775171065493637,-0.02582236842105262,0.6818181818181818,0.453125,0.6827956989247311,0.6296296296296297,2026-07-17T08:30:00+00:00,,2.3487184312239506,0.18440197660680724,taker_imbalance_median=BELOW,1.0,0.5,0.0,-1.5933715742511234,0.25706940874035134,-1.0365853658536484,9,1|2|3|4|5|6|7|8|9,price_return_pct=ABOVE|price_min_return_pct=ABOVE|oi_return_pct=ABOVE|positive_oi_fraction=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE,0.37662285072368545,2.1386850621410414,True
FULL_FUEL_RETENTION_CONTEXT,10,45,COMPLETE,TLM_POST_IGNITION_FUEL_RETENTION,-0.12279569892473108,-0.29629629629629634,0.56,0.3333333333333333,0.6823069403714564,0.4814814814814815,2026-07-17T08:30:00+00:00,,2.3275010368587923,0.30122580245026676,taker_imbalance_median=BELOW,0.6666666666666666,0.6666666666666666,-0.6426735218509005,-1.8292682926829174,-0.6426735218509005,-1.4021669853409913,9,1|2|3|4|5|6|7|8|9,price_return_pct=ABOVE|price_min_return_pct=ABOVE|oi_return_pct=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE,-0.6953284435604585,1.9841646970992817,True
FULL_FUEL_RETENTION_CONTEXT,10,60,COMPLETE,TLM_POST_IGNITION_FUEL_RETENTION,-0.2439659116906886,-0.2623278614506402,0.43882978723404253,0.35471698113207545,0.6818181818181818,0.39705882352941174,2026-07-17T08:30:00+00:00,,2.1023726005638954,-0.27887292560552224,positive_oi_fraction=BELOW|taker_imbalance_median=BELOW,0.5,0.75,-1.285347043701801,-2.1341463414634054,-1.285347043701801,-1.9757807520713877,9,1|2|3|4|5|6|7|8|9,price_return_pct=ABOVE|price_min_return_pct=ABOVE|oi_return_pct=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE,-1.7672797378446026,-0.7355381908678534,True
IGNITION_SNAPSHOT_ONLY,11,0,COMPLETE,UNRESOLVED,0.0,0.0,0.7451820128479657,0.6316464979831317,0.7451820128479657,0.6316464979831317,2026-07-18T08:15:00+00:00,post-ignition sequence,0.0,0.0,,,,0.0,0.0,0.0,0.0,10,1|2|3|4|5|6|7|8|9|10,ignition proposal frozen,-4.232357561746946,5.016577485748639,True
TRANSIENT_FAILURE_CONTEXT,11,15,COMPLETE,TLM_TRANSIENT_EXECUTION_SPIKE,-0.15330167096762382,-0.023760581644064194,0.5918803418803419,0.511917883714522,0.6685311773641538,0.5343382865855508,2026-07-18T08:15:00+00:00,,-0.07049384954922466,0.3265958586408102,price_return_pct=BELOW|price_min_return_pct=BELOW|oi_return_pct=BELOW|positive_oi_fraction=BELOW|execution_decay=BELOW|taker_imbalance_median=BELOW,0.0,1.0,-0.6056018168054456,-0.42682926829267775,-0.6056018168054456,-0.42682926829267775,10,1|2|3|4|5|6|7|8|9|10,execution_rank_median=ABOVE|execution_rank_last=ABOVE,-12.27290198131167,2.754239604164331,True
TRANSIENT_FAILURE_CONTEXT,11,30,COMPLETE,TLM_TRANSIENT_EXECUTION_SPIKE,-0.2185295608223794,-0.018355830308529934,0.5266524520255863,0.4973958333333333,0.5918803418803419,0.6312082574377657,2026-07-18T08:15:00+00:00,,0.10077394069676338,0.4047723509123524,price_return_pct=BELOW|price_min_return_pct=BELOW|oi_return_pct=BELOW|execution_rank_median=BELOW|execution_decay=BELOW|taker_imbalance_median=BELOW,0.5,0.5,-1.5897047691143085,-1.399095425679775,-1.5897047691143085,-1.032431500407549,10,1|2|3|4|5|6|7|8|9|10,execution_rank_last=ABOVE,-20.313446400876394,1.2576539564323634,True
MIXED_CONTEXT,11,45,COMPLETE,NEW_UNIDENTIFIED_STRUCTURE,-0.011139459656476336,-0.23458767445371992,0.7340425531914894,0.34108527131782945,0.6629614475359156,0.505197187036073,2026-07-18T08:15:00+00:00,,0.41459404640007413,0.33535062137770577,price_return_pct=BELOW|price_min_return_pct=BELOW|taker_imbalance_median=BELOW,0.6666666666666666,0.6666666666666666,-2.4224072672217933,-1.7113199334670204,-2.4224072672217933,-1.022420253595946,10,1|2|3|4|5|6|7|8|9|10,oi_return_pct=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE,-16.169608401522016,1.752481909880947,True
MIXED_CONTEXT,11,60,COMPLETE,NEW_UNIDENTIFIED_STRUCTURE,-0.12947076019403791,-0.2598878080041107,0.6157112526539278,0.36302624300903447,0.6157112526539278,0.42509191176470584,2026-07-18T08:15:00+00:00,,1.4986402110731545,0.09817568641286578,price_return_pct=BELOW|price_min_return_pct=BELOW|taker_imbalance_median=BELOW,0.75,0.625,-2.4224072672217933,-2.0549635467673966,-2.2710068130204264,-1.6305638978865944,10,1|2|3|4|5|6|7|8|9|10,oi_return_pct=ABOVE|positive_oi_fraction=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE,-12.025770402167636,-0.9626806142644562,True
IGNITION_SNAPSHOT_ONLY,12,0,COMPLETE,UNRESOLVED,0.0,0.0,0.7824267782426778,0.6336633663366337,0.7824267782426778,0.6336633663366337,2026-07-18T11:00:00+00:00,post-ignition sequence,0.0,0.0,,,,0.0,0.0,0.0,0.0,11,1|2|3|4|5|6|7|8|9|10|11,ignition proposal frozen,17.832520503687032,4.624548286813565,True
MIXED_CONTEXT,12,15,COMPLETE,NEW_UNIDENTIFIED_STRUCTURE,0.008804954533940146,-0.039777983348751156,0.791231732776618,0.5526315789473685,0.7868292555096479,0.5931474726420011,2026-07-18T11:00:00+00:00,,-1.5189092942429316,0.15134678087038722,oi_return_pct=BELOW|positive_oi_fraction=BELOW,0.0,1.0,0.0,-0.6056018168054456,2.965779467680596,-0.6056018168054456,11,1|2|3|4|5|6|7|8|9|10|11,price_return_pct=ABOVE|price_min_return_pct=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE|taker_imbalance_median=ABOVE,17.87417271315369,2.537015007419916,True
MIXED_CONTEXT,12,30,COMPLETE,NEW_UNIDENTIFIED_STRUCTURE,0.007156555090655492,-0.02582236842105262,0.7895833333333333,0.5266524520255863,0.7895833333333333,0.6296296296296297,2026-07-18T11:00:00+00:00,,-3.054326057871093,0.18440197660680724,oi_return_pct=BELOW|positive_oi_fraction=BELOW,0.0,0.5,0.0,-1.5897047691143085,5.627376425855513,-1.0365853658536484,11,1|2|3|4|5|6|7|8|9|10|11,price_return_pct=ABOVE|price_min_return_pct=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE|taker_imbalance_median=ABOVE,17.915824922620345,0.37662285072368545,True
SHORT_COVERING_CONTEXT,12,45,COMPLETE,TLM_SHORT_COVERING_ONLY,-0.004880000695900222,-0.1728790526111435,0.7775467775467776,0.3488372093023256,0.7860050557880056,0.5289128925906645,2026-07-18T11:00:00+00:00,,-2.694228351021344,0.3694754403051448,oi_return_pct=BELOW|positive_oi_fraction=BELOW,0.3333333333333333,0.6666666666666666,0.0,-1.8292682926829174,2.433460076045635,-1.4021669853409913,11,1|2|3|4|5|6|7|8|9|10|11,price_return_pct=ABOVE|price_min_return_pct=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE|taker_imbalance_median=ABOVE,17.87417271315369,1.520799122662612,True
SHORT_COVERING_CONTEXT,12,60,COMPLETE,TLM_SHORT_COVERING_ONLY,-0.01271723467421304,-0.2574477545575812,0.7697095435684648,0.3713355048859935,0.7824267782426778,0.453125,2026-07-18T11:00:00+00:00,,-3.4056575953718804,0.4752242984312538,oi_return_pct=BELOW|positive_oi_fraction=BELOW,0.25,0.75,0.0,-2.1341463414634054,3.650190114068441,-1.9757807520713877,11,1|2|3|4|5|6|7|8|9|10|11,price_return_pct=ABOVE|price_min_return_pct=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE|taker_imbalance_median=ABOVE,17.832520503687032,-1.189823037661059,True
IGNITION_SNAPSHOT_ONLY,13,0,COMPLETE,UNRESOLVED,0.0,0.0,0.791015625,0.6481926299138789,0.791015625,0.6481926299138789,2026-07-18T19:30:00+00:00,post-ignition sequence,0.0,0.0,,,,0.0,0.0,0.0,0.0,12,1|2|3|4|5|6|7|8|9|10|11|12,ignition proposal frozen,18.852860508689055,5.016577485748639,True
FULL_FUEL_RETENTION_CONTEXT,13,15,COMPLETE,TLM_POST_IGNITION_FUEL_RETENTION,0.01405260112085771,-0.023760581644064194,0.8050682261208577,0.5722559604138552,0.7980419255604289,0.627445950106761,2026-07-18T19:30:00+00:00,,0.22642666026626568,0.04042646566058128,,1.0,0.5,0.0,-0.3028009084027228,2.3880597014925398,-0.3028009084027228,12,1|2|3|4|5|6|7|8|9|10|11|12,price_return_pct=ABOVE|price_min_return_pct=ABOVE|oi_return_pct=ABOVE|positive_oi_fraction=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE|taker_imbalance_median=ABOVE,11.251317323205942,2.754239604164331,True
FULL_FUEL_RETENTION_CONTEXT,13,30,COMPLETE,TLM_POST_IGNITION_FUEL_RETENTION,0.016377371108949434,-0.018355830308529934,0.8073929961089494,0.5341595593461265,0.8050682261208577,0.6312082574377657,2026-07-18T19:30:00+00:00,,1.1112103356955005,0.1425879586517853,,1.0,0.5,0.0,-1.3972620231113675,3.5074626865671643,-1.032431500407549,12,1|2|3|4|5|6|7|8|9|10|11|12,price_return_pct=ABOVE|price_min_return_pct=ABOVE|oi_return_pct=ABOVE|positive_oi_fraction=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE|taker_imbalance_median=ABOVE,3.649774137722829,1.2576539564323634,True
FULL_FUEL_RETENTION_CONTEXT,13,45,COMPLETE,TLM_POST_IGNITION_FUEL_RETENTION,0.0012173847087378897,-0.14974740740728978,0.7922330097087379,0.3505844077599711,0.7986506179147979,0.5608110623436497,2026-07-18T19:30:00+00:00,,1.4016390155428882,0.33535062137770577,taker_imbalance_median=BELOW,1.0,0.6666666666666666,0.0,-1.7113199334670204,0.6716417910447747,-1.022420253595946,12,1|2|3|4|5|6|7|8|9|10|11|12,price_return_pct=ABOVE|price_min_return_pct=ABOVE|oi_return_pct=ABOVE|positive_oi_fraction=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE,1.275086528607077,1.752481909880947,True
FULL_FUEL_RETENTION_CONTEXT,13,60,COMPLETE,TLM_POST_IGNITION_FUEL_RETENTION,-0.056519500968992276,-0.2507068331241349,0.7344961240310077,0.3742642436710669,0.7922330097087379,0.4973958333333333,2026-07-18T19:30:00+00:00,,1.1359238674261363,0.09817568641286578,,0.75,0.625,0.0,-2.0549635467673966,0.9701492537313339,-1.6305638978865944,12,1|2|3|4|5|6|7|8|9|10|11|12,price_return_pct=ABOVE|price_min_return_pct=ABOVE|oi_return_pct=ABOVE|positive_oi_fraction=ABOVE|execution_rank_median=ABOVE|execution_rank_last=ABOVE|execution_decay=ABOVE|taker_imbalance_median=ABOVE,3.649774137722829,-0.9626806142644562,True
