anchor_close_time,anchor_time,anchor_timestamp,campaign_index,campaign_profile_outcome,coverage_complete,decision_available_time,first_negative_minutes,first_positive_minutes,future_rows,gap_truncated,horizon_minutes,mae_close_pct,mae_percentile,matched_control_count,mfe_close_pct,mfe_percentile,observed_minutes,path_class,stage,stage_review_status,symbol,terminal_percentile,terminal_return_pct
1783976399999,2026-07-13T20:45:00+00:00,1783975500000,1,failed_ignition,True,2026-07-13T20:59:59.999000+00:00,15,,2,False,30,-0.32887009631193953,,1,-0.16443504815596421,,30,INSUFFICIENT_MATCHED_CONTROLS,EARLY_BUILD,PASS,BANKUSDT,,-0.16443504815596421
1783976399999,2026-07-13T20:45:00+00:00,1783975500000,1,failed_ignition,True,2026-07-13T20:59:59.999000+00:00,15,,4,False,60,-0.42283298097250954,,1,-0.16443504815596421,,60,INSUFFICIENT_MATCHED_CONTROLS,EARLY_BUILD,PASS,BANKUSDT,,-0.39934225980736704
1783976399999,2026-07-13T20:45:00+00:00,1783975500000,1,failed_ignition,True,2026-07-13T20:59:59.999000+00:00,15,,8,False,120,-1.2450082217523972,,1,-0.16443504815596421,,120,INSUFFICIENT_MATCHED_CONTROLS,EARLY_BUILD,PASS,BANKUSDT,,-1.2450082217523972
1783976399999,2026-07-13T20:45:00+00:00,1783975500000,1,failed_ignition,True,2026-07-13T20:59:59.999000+00:00,15,195,16,False,240,-1.2450082217523972,,1,1.0805731735964441,,240,INSUFFICIENT_MATCHED_CONTROLS,EARLY_BUILD,PASS,BANKUSDT,,1.0805731735964441
1783976399999,2026-07-13T20:45:00+00:00,1783975500000,1,failed_ignition,True,2026-07-13T20:59:59.999000+00:00,15,195,32,False,480,-1.6443504815597865,,1,1.0805731735964441,,480,INSUFFICIENT_MATCHED_CONTROLS,EARLY_BUILD,PASS,BANKUSDT,,-0.046981442330273904
1783976399999,2026-07-13T20:45:00+00:00,1783975500000,1,failed_ignition,True,2026-07-13T20:59:59.999000+00:00,15,195,48,False,720,-1.6443504815597865,,1,2.349072116513984,,720,INSUFFICIENT_MATCHED_CONTROLS,EARLY_BUILD,PASS,BANKUSDT,,0.046981442330285006
1783976399999,2026-07-13T20:45:00+00:00,1783975500000,1,failed_ignition,True,2026-07-13T20:59:59.999000+00:00,15,195,96,False,1440,-1.6443504815597865,,1,2.8188865398167895,,1440,INSUFFICIENT_MATCHED_CONTROLS,EARLY_BUILD,PASS,BANKUSDT,,2.0436927413671757
1783977299999,2026-07-13T21:00:00+00:00,1783976400000,1,failed_ignition,True,2026-07-13T21:14:59.999000+00:00,30,15,2,False,30,-0.09427292010371069,,1,0.1649776101814826,,30,INSUFFICIENT_MATCHED_CONTROLS,CONFIRMED_BUILD,RESTRICT,BANKUSDT,,-0.09427292010371069
1783977299999,2026-07-13T21:00:00+00:00,1783976400000,1,failed_ignition,True,2026-07-13T21:14:59.999000+00:00,30,15,4,False,60,-0.09427292010371069,,1,0.1649776101814826,,60,INSUFFICIENT_MATCHED_CONTROLS,CONFIRMED_BUILD,RESTRICT,BANKUSDT,,0.14140938015554383
1783977299999,2026-07-13T21:00:00+00:00,1783976400000,1,failed_ignition,True,2026-07-13T21:14:59.999000+00:00,30,15,8,False,120,-0.9191609710110793,,1,0.1649776101814826,,120,INSUFFICIENT_MATCHED_CONTROLS,CONFIRMED_BUILD,RESTRICT,BANKUSDT,,-0.5656375206222086
